Total unique genes matched: 23
Unique genes (alphabetical order):
ace2 (2541661)
cdc7 (2540660)
cnd1 (2541201)
cog6 (2541207)
gga22 (2540570)
hsk1 (2541165)
kgd2 (2541170)
lcl3 (2540556)
mcs6 (2540471)
med8 (2540761)
meu22 (2540779)
nup189 (2541547)
plh1 (2541187)
pmh1 (2540684)
ppk24 (2540596)
rpl2801 (2541130)
rps401 (2540649)
rrp7 (2541174)
spn7 (2540413)
thi1 (2541581)
trs120 (2542375)
tsr401 (2540619)
yap18 (2540702)

Unique genes matched on chromosome NC_032089.1: 12
Unique genes matched on chromosome NC_032090.1: 11
Unique genes matched on chromosome NC_032091.1: 6
Unique genes matched on chromosome NC_032092.1: 6
Unique genes matched on chromosome NC_032093.1: 6
Unique genes matched on chromosome NC_032094.1: 5
Unique genes matched on chromosome NC_032095.1: 6
Unique genes matched on chromosome NC_032096.1: 10

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_032089.1                                       3639535                                           PUT3                                              1494130                                           1497066                                           XM_713700.1                                       65                                                2.00e-11                                          73/306                                            2937                                              775                                               Query= 2541581|NP_594098.2|chromosome II|thi1|1|3211872|3214508|N/A|775|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[280, 551, '73/306 (24%)', '127/306 (42%)', 65.9, '2e-11']]
NC_032090.1                                       3637369                                           STE11                                             795612                                            798083                                            XM_715875.2                                       94                                                1.00e-21                                          63/241                                            2472                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 231, '63/241 (26%)', '118/241 (49%)', 94.0, '1e-21']]
NC_032089.1                                       3636228                                           KNS1                                              2952022                                           2954022                                           XM_717092.1                                       89                                                4.00e-20                                          68/245                                            2001                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 225, '68/245 (28%)', '111/245 (45%)', 89.4, '4e-20']]
NC_032089.1                                       3634878                                           CLA4                                              2249405                                           2252335                                           XM_718480.1                                       89                                                6.00e-20                                          63/226                                            2931                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 232, '63/226 (28%)', '118/226 (52%)', 89.0, '6e-20']]
NC_032094.1                                       3645889                                           Unknown                                           449471                                            451141                                            XM_707403.2                                       88                                                8.00e-20                                          68/204                                            1671                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 206, '68/204 (33%)', '109/204 (53%)', 88.2, '8e-20']]
NC_032089.1                                       3636912                                           Unknown                                           731029                                            732438                                            XM_716454.2                                       87                                                9.00e-20                                          87/312                                            1410                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 295, '87/312 (28%)', '136/312 (44%)', 87.8, '9e-20']]
NC_032093.1                                       3637790                                           CST20                                             517861                                            521547                                            XM_715458.1                                       87                                                2.00e-19                                          65/231                                            3687                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 228, '65/231 (28%)', '114/231 (49%)', 87.4, '2e-19']]
NC_032093.1                                       3637810                                           HSL1                                              631817                                            636205                                            XM_715522.2                                       86                                                4.00e-19                                          83/301                                            4389                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 299, '83/301 (28%)', '128/301 (43%)', 86.7, '4e-19']]
NC_032089.1                                       3639281                                           CDC5                                              191444                                            193405                                            XM_713879.1                                       85                                                9.00e-19                                          73/281                                            1962                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 294, '73/281 (26%)', '122/281 (43%)', 85.5, '9e-19']]
NC_032090.1                                       3647784                                           KIC1                                              997716                                            1000391                                           XM_705526.2                                       84                                                3.00e-18                                          76/279                                            2676                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 283, '76/279 (27%)', '125/279 (45%)', 84.0, '3e-18']]
NC_032094.1                                       3646075                                           PKH3                                              60860                                             63445                                             XM_707220.2                                       83                                                3.00e-18                                          58/222                                            2586                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[16, 213, '58/222 (26%)', '101/222 (45%)', 83.6, '3e-18']]
NC_032096.1                                       3644943                                           Unknown                                           490308                                            493292                                            XM_708346.2                                       83                                                6.00e-18                                          62/213                                            2985                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[10, 213, '62/213 (29%)', '104/213 (49%)', 83.2, '6e-18']]
NC_032096.1                                       3641888                                           MPS1                                              1916751                                           1918823                                           XM_711335.1                                       82                                                7.00e-18                                          66/227                                            2073                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 220, '66/227 (29%)', '111/227 (49%)', 82.8, '7e-18']]
NC_032089.1                                       3639561                                           Unknown                                           1353982                                           1355679                                           XM_713769.1                                       82                                                8.00e-18                                          65/226                                            1698                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 210, '65/226 (29%)', '104/226 (46%)', 82.4, '8e-18']]
NC_032091.1                                       3645633                                           RAD53                                             799968                                            802067                                            XM_707644.2                                       82                                                8.00e-18                                          82/310                                            2100                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[12, 295, '82/310 (26%)', '137/310 (44%)', 82.4, '8e-18']]
NC_032090.1                                       3645461                                           Unknown                                           911437                                            914340                                            XM_707850.1                                       80                                                4.00e-17                                          62/220                                            2904                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 229, '62/220 (28%)', '111/220 (50%)', 80.9, '4e-17']]
NC_032095.1                                       3637961                                           RIM15                                             137282                                            143053                                            XM_715244.1                                       80                                                7.00e-17                                          52/151                                            5772                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 156, '52/151 (34%)', '86/151 (57%)', 80.1, '7e-17']]
NC_032090.1                                       3637421                                           SCH9                                              825401                                            827764                                            XM_715860.2                                       78                                                2.00e-16                                          58/195                                            2364                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 203, '58/195 (30%)', '94/195 (48%)', 78.6, '2e-16']]
NC_032096.1                                       3640953                                           HST7                                              884029                                            885798                                            XM_712240.2                                       77                                                3.00e-16                                          59/200                                            1770                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 206, '59/200 (30%)', '92/200 (46%)', 77.4, '3e-16']]
NC_032095.1                                       3636989                                           Unknown                                           483803                                            485029                                            XM_716239.2                                       74                                                2.00e-15                                          65/256                                            1227                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[8, 221, '65/256 (25%)', '114/256 (45%)', 74.7, '2e-15']]
NC_032090.1                                       3645580                                           MKK2                                              1180382                                           1181722                                           XM_707725.1                                       74                                                2.00e-15                                          47/154                                            1341                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[56, 201, '47/154 (31%)', '81/154 (53%)', 74.7, '2e-15']]
NC_032090.1                                       3643961                                           CMK2                                              2112284                                           2113717                                           XM_709307.2                                       74                                                4.00e-15                                          75/314                                            1434                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[6, 305, '75/314 (24%)', '138/314 (44%)', 74.3, '4e-15']]
NC_032093.1                                       3636494                                           DUN1                                              1122899                                           1124587                                           XM_019475438.1                                    74                                                4.00e-15                                          83/345                                            1593                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 312, '83/345 (24%)', '141/345 (41%)', 74.3, '4e-15']]
NC_032089.1                                       3642058                                           PKH2                                              2700183                                           2703026                                           XM_711200.2                                       74                                                4.00e-15                                          71/301                                            2844                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 295, '71/301 (24%)', '129/301 (43%)', 74.3, '4e-15']]
NC_032090.1                                       3643482                                           TPK2                                              1469096                                           1470337                                           XM_709773.2                                       73                                                5.00e-15                                          55/203                                            1242                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 207, '55/203 (27%)', '93/203 (46%)', 73.6, '5e-15']]
NC_032091.1                                       3635210                                           PKC1                                              931012                                            934305                                            XM_718022.1                                       73                                                7.00e-15                                          55/210                                            3294                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 220, '55/210 (26%)', '103/210 (49%)', 73.9, '7e-15']]
NC_032089.1                                       3634879                                           TPK1                                              2255500                                           2256717                                           XM_718481.2                                       72                                                8.00e-15                                          58/237                                            1218                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[15, 238, '58/237 (24%)', '108/237 (46%)', 72.8, '8e-15']]
NC_032092.1                                       3641144                                           SSK2                                              1071853                                           1076304                                           XM_712087.2                                       71                                                4.00e-14                                          58/231                                            4452                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[11, 207, '58/231 (25%)', '103/231 (45%)', 71.6, '4e-14']]
NC_032092.1                                       3641175                                           ATG1                                              951265                                            953769                                            XM_712152.2                                       70                                                8.00e-14                                          57/250                                            2505                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[16, 223, '57/250 (23%)', '108/250 (43%)', 70.5, '8e-14']]
NC_032094.1                                       3645876                                           IPL1                                              481253                                            482839                                            XM_707420.2                                       70                                                9.00e-14                                          73/301                                            1587                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 292, '73/301 (24%)', '135/301 (45%)', 70.1, '9e-14']]
NC_032090.1                                       3643507                                           RCK2                                              1453673                                           1455391                                           XM_709765.2                                       70                                                9.00e-14                                          54/231                                            1719                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[16, 206, '54/231 (23%)', '98/231 (42%)', 70.1, '9e-14']]
NC_032096.1                                       3644836                                           Unknown                                           1290764                                           1292656                                           XM_708391.2                                       70                                                1.00e-13                                          58/203                                            1893                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 205, '58/203 (29%)', '93/203 (46%)', 70.1, '1e-13']]
NC_032090.1                                       3637352                                           CAK1                                              895055                                            896074                                            XM_715824.2                                       68                                                1.00e-13                                          45/138                                            1020                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[110, 227, '45/138 (33%)', '68/138 (49%)', 68.9, '1e-13']]
NC_032091.1                                       3641748                                           PBS2                                              1378314                                           1379951                                           XM_711536.1                                       68                                                2.00e-13                                          55/215                                            1638                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[7, 212, '55/215 (26%)', '106/215 (49%)', 68.9, '2e-13']]
NC_032089.1                                       3639498                                           NPR1                                              1447122                                           1449623                                           XM_713728.2                                       69                                                2.00e-13                                          54/196                                            2502                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[16, 204, '54/196 (28%)', '98/196 (50%)', 69.3, '2e-13']]
NC_032090.1                                       3648101                                           DBF2                                              1357769                                           1359901                                           XM_705202.2                                       68                                                2.00e-13                                          43/143                                            2133                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[16, 155, '43/143 (30%)', '75/143 (52%)', 68.9, '2e-13']]
NC_032090.1                                       3645205                                           Unknown                                           1535671                                           1537075                                           XM_019475252.1                                    64                                                5.00e-12                                          50/203                                            1338                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[12, 197, '50/203 (25%)', '96/203 (47%)', 64.3, '5e-12']]
NC_032089.1                                       3644467                                           KSP1                                              1595184                                           1598036                                           XM_708783.2                                       64                                                6.00e-12                                          52/159                                            2853                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[55, 207, '52/159 (33%)', '78/159 (49%)', 64.7, '6e-12']]
NC_032095.1                                       3645897                                           GCN2                                              268107                                            273401                                            XM_707392.2                                       63                                                1.00e-11                                          58/224                                            5295                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[78, 288, '58/224 (26%)', '98/224 (44%)', 63.9, '1e-11']]
NC_032090.1                                       3645776                                           Unknown                                           1797497                                           1799881                                           XM_707513.2                                       62                                                3.00e-11                                          57/242                                            2385                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[10, 211, '57/242 (24%)', '103/242 (43%)', 62.8, '3e-11']]
NC_032091.1                                       3635263                                           CMK1                                              960570                                            961817                                            XM_718031.1                                       62                                                3.00e-11                                          78/308                                            1248                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[10, 307, '78/308 (25%)', '134/308 (44%)', 62.0, '3e-11']]
NC_032089.1                                       3634838                                           CBK1                                              2296797                                           2298995                                           XM_718498.2                                       61                                                7.00e-11                                          60/260                                            2199                                              335                                               Query= 2540471|NP_596349.1|chromosome II|mcs6|1|3243000|3244567|N/A|335|No description available                                                                                                                                                                                                                                                                                                                                                                                                                    [[17, 221, '60/260 (23%)', '104/260 (40%)', 61.6, '7e-11']]
